"REEF_ID_GR","UNIQUE_POO","SURVEY_ID","REEF_NAME","OCEAN","LOCATION","COUNTRY","LONGITUDE","LATITUDE","YEAR","DEPTH_AVE","DEPTH_MIN","DEPTH_MAX","HARD_COR_P","SUBREGION","ALGAE_P","NOTES","D_SOURCE","SUBREGION_","REGION","REGION_COD","OLDDIS","AREANAME","GISNAME","DESIGNATE","IUCNCAT","IUCNCAT_PO","SITE_CODE","TERRE","MPA_POLY","MPA","LON_CEN","LAT_CEN","YEAR_MPA2","YEAR_MPA","AREA_M","PERIMETER_","GRPMPA_ID","MPA_UID_ORIG","DISTANCE_ORIG","ORIG_MPA_UID","MPA_UID","MPA_UID_SE","DISTANCE_T","logit","MPA_CODE","YEAR.PROT","FIRST.SURVEY","z"
10354,10101,10635,"Western Sambo Shallow4","Caribbean","Lower Keys","United States",-81.72,24.47,2001,3,3,0,7.39,"Florida Keys",0.796,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-2.52826939222207,3142,6,1996,11
10354,10105,10639,"Western Sambo Shallow4","Caribbean","Lower Keys","United States",-81.72,24.47,2002,3,3,0,8.59,"Florida Keys",2.161,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-2.36475614566956,3142,6,1996,12
10354,10104,10638,"Western Sambo Shallow4","Caribbean","Lower Keys","United States",-81.72,24.47,2003,3,3,0,9.642,"Florida Keys",7.88,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-2.23765100168395,3142,6,1996,13
10354,10103,10637,"Western Sambo Shallow4","Caribbean","Lower Keys","United States",-81.72,24.47,2004,3,3,0,8.116,"Florida Keys",16.618,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-2.42668948995542,3142,6,1996,14
10354,10102,10636,"Western Sambo Shallow4","Caribbean","Lower Keys","United States",-81.72,24.47,2005,3,3,0,6.578,"Florida Keys",3.372,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-2.65339611576986,3142,6,1996,15
10355,10069,10640,"Western Sambo ER 10","Caribbean","Lower Keys","United States",-81.71458,24.48002,2003,3,3,0,19.7,"Florida Keys",0,"","AGRRA",24,"Greater Carib",160,NA,"Western Sambos","Florida Keys National Marine Sanctuary","Ecological Reserve","II","I_II",122900,"Y","Y","Y",-81.705641,24.519461,1990,1990,31159439,27539,323,3144,0,"Y",3144,3144,0,-1.40515098520877,3144,13,2003,13
10358,10034,10643,"Western Sambo Deep1","Caribbean","Lower Keys","United States",-81.71,24.45,1996,12,12,0,8.25,"Florida Keys",50.058,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-2.40885428658809,3142,6,1996,6
10358,10035,10644,"Western Sambo Deep1","Caribbean","Lower Keys","United States",-81.71,24.45,1997,12,12,0,8.22,"Florida Keys",17.629,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-2.4128241998986,3142,6,1996,7
10358,10036,10645,"Western Sambo Deep1","Caribbean","Lower Keys","United States",-81.71,24.45,1998,12,12,0,4.7,"Florida Keys",53.907,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-3.00946730194414,3142,6,1996,8
10358,10037,10646,"Western Sambo Deep1","Caribbean","Lower Keys","United States",-81.71,24.45,1999,12,12,0,3.9,"Florida Keys",30.61,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-3.20441276284065,3142,6,1996,9
10358,10038,10647,"Western Sambo Deep1","Caribbean","Lower Keys","United States",-81.71,24.45,2000,12,12,0,4.2,"Florida Keys",29.07,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-3.12717815968749,3142,6,1996,10
10358,10039,10648,"Western Sambo Deep1","Caribbean","Lower Keys","United States",-81.71,24.45,2001,12,12,0,4.15,"Florida Keys",30.941,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-3.13967613524905,3142,6,1996,11
10358,10043,10652,"Western Sambo Deep1","Caribbean","Lower Keys","United States",-81.71,24.45,2002,12,12,0,4.562,"Florida Keys",40.107,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-3.04071569813371,3142,6,1996,12
10358,10042,10651,"Western Sambo Deep1","Caribbean","Lower Keys","United States",-81.71,24.45,2003,12,12,0,4.314,"Florida Keys",11.149,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-3.09920644929933,3142,6,1996,13
10358,10041,10650,"Western Sambo Deep1","Caribbean","Lower Keys","United States",-81.71,24.45,2004,12,12,0,2.488,"Florida Keys",27.129,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-3.6684962724766,3142,6,1996,14
10358,10040,10649,"Western Sambo Deep1","Caribbean","Lower Keys","United States",-81.71,24.45,2005,12,12,0,2.854,"Florida Keys",3.505,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-3.52749348247803,3142,6,1996,15
10360,10070,10654,"Western Sambo ER Patch","Caribbean","Lower Keys","United States",-81.70232,24.49938,2003,6,6,0,20.4,"Florida Keys",0,"","AGRRA",24,"Greater Carib",160,NA,"Western Sambos","Florida Keys National Marine Sanctuary","Ecological Reserve","II","I_II",122900,"Y","Y","Y",-81.705641,24.519461,1990,1990,31159439,27539,323,3144,0,"Y",3144,3144,0,-1.36147919200017,3144,13,2003,13
10361,7445,10655,"Boca Chica Patch","Caribbean","Lower Keys","United States",-81.7016,24.55193,2003,2,2,0,45.7,"Florida Keys",0,"","AGRRA",24,"Greater Carib",160,NA,"Western Sambos","Florida Keys National Marine Sanctuary","Ecological Reserve","II","I_II",122900,"Y","Y","Y",-81.705641,24.519461,1990,1990,31159439,27539,323,3144,0,"Y",3144,3144,0,-0.172425929039731,3144,13,2003,13
10362,10044,10656,"Western Sambo Deep2","Caribbean","Lower Keys","United States",-81.7,24.45,1996,12,12,0,6.75,"Florida Keys",34.365,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-2.62574155363949,3142,6,1996,6
10362,10045,10657,"Western Sambo Deep2","Caribbean","Lower Keys","United States",-81.7,24.45,1997,12,12,0,8.67,"Florida Keys",20.14,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-2.35461052991114,3142,6,1996,7
10362,10046,10658,"Western Sambo Deep2","Caribbean","Lower Keys","United States",-81.7,24.45,1998,12,12,0,4.04,"Florida Keys",64.668,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-3.16768674599844,3142,6,1996,8
10362,10047,10659,"Western Sambo Deep2","Caribbean","Lower Keys","United States",-81.7,24.45,1999,12,12,0,3.54,"Florida Keys",33.502,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-3.30500168749514,3142,6,1996,9
10362,10048,10660,"Western Sambo Deep2","Caribbean","Lower Keys","United States",-81.7,24.45,2000,12,12,0,2.27,"Florida Keys",35.308,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-3.76242874285743,3142,6,1996,10
10362,10049,10661,"Western Sambo Deep2","Caribbean","Lower Keys","United States",-81.7,24.45,2001,12,12,0,3.44,"Florida Keys",17.417,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-3.33469310540397,3142,6,1996,11
10362,10053,10665,"Western Sambo Deep2","Caribbean","Lower Keys","United States",-81.7,24.45,2002,12,12,0,2.899,"Florida Keys",33.251,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-3.5113858239659,3142,6,1996,12
10362,10052,10664,"Western Sambo Deep2","Caribbean","Lower Keys","United States",-81.7,24.45,2003,12,12,0,2.762,"Florida Keys",10.844,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-3.56120652658168,3142,6,1996,13
10362,10051,10663,"Western Sambo Deep2","Caribbean","Lower Keys","United States",-81.7,24.45,2004,12,12,0,2.622,"Florida Keys",28.474,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-3.61466292710397,3142,6,1996,14
10362,10050,10662,"Western Sambo Deep2","Caribbean","Lower Keys","United States",-81.7,24.45,2005,12,12,0,2.301,"Florida Keys",1.425,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-3.74854751252859,3142,6,1996,15
10363,10054,10666,"Western Sambo Deep3","Caribbean","Lower Keys","United States",-81.69,24.45,1996,9,9,0,8.66,"Florida Keys",0,"","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-2.35587408518251,3142,6,1996,6
10363,10055,10667,"Western Sambo Deep3","Caribbean","Lower Keys","United States",-81.69,24.45,1997,9,9,0,7.09,"Florida Keys",0,"","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-2.57294594210919,3142,6,1996,7
10363,10056,10668,"Western Sambo Deep3","Caribbean","Lower Keys","United States",-81.69,24.45,1998,9,9,0,2.6,"Florida Keys",0,"","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-3.62331476562105,3142,6,1996,8
10363,10057,10669,"Western Sambo Deep3","Caribbean","Lower Keys","United States",-81.69,24.45,1999,9,9,0,1.58,"Florida Keys",0,"","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-4.13181918839896,3142,6,1996,9
10363,10058,10670,"Western Sambo Deep3","Caribbean","Lower Keys","United States",-81.69,24.45,2000,9,9,0,1.53,"Florida Keys",0,"","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-4.16448419785537,3142,6,1996,10
10365,10106,10672,"Western Sambos","Caribbean","Florida","United States",-81.68139,24.55417,1997,7,3,0,2.188,"Florida Keys",20,"nutrient indicator algae and fleshy seaweed","Reef Check",24,"Greater Carib",160,NA,"Western Sambos","Florida Keys National Marine Sanctuary","Ecological Reserve","II","I_II",122900,"Y","Y","Y",-81.705641,24.519461,1990,1990,31159439,27539,323,3144,0,"Y",3144,3144,0,-3.80005938434059,3144,7,1997,7
10366,10059,10673,"Western Sambo Deep4","Caribbean","Lower Keys","United States",-81.68,24.45,1996,9,9,0,15.53,"Florida Keys",53.352,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-1.69362280457881,3142,6,1996,6
10366,10060,10674,"Western Sambo Deep4","Caribbean","Lower Keys","United States",-81.68,24.45,1997,9,9,0,11.31,"Florida Keys",44.432,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-2.05945985326033,3142,6,1996,7
10366,10061,10675,"Western Sambo Deep4","Caribbean","Lower Keys","United States",-81.68,24.45,1998,9,9,0,6.84,"Florida Keys",38.421,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-2.61153071338168,3142,6,1996,8
10366,10062,10676,"Western Sambo Deep4","Caribbean","Lower Keys","United States",-81.68,24.45,1999,9,9,0,2.4,"Florida Keys",33.411,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-3.70540875606515,3142,6,1996,9
10366,10063,10677,"Western Sambo Deep4","Caribbean","Lower Keys","United States",-81.68,24.45,2000,9,9,0,2.69,"Florida Keys",51.746,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-3.58836056522015,3142,6,1996,10
10366,10064,10678,"Western Sambo Deep4","Caribbean","Lower Keys","United States",-81.68,24.45,2001,9,9,0,2.39,"Florida Keys",37.792,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-3.70968658124345,3142,6,1996,11
10366,10068,10682,"Western Sambo Deep4","Caribbean","Lower Keys","United States",-81.68,24.45,2002,9,9,0,2.154,"Florida Keys",50.525,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-3.81606823537605,3142,6,1996,12
10366,10067,10681,"Western Sambo Deep4","Caribbean","Lower Keys","United States",-81.68,24.45,2003,9,9,0,3.227,"Florida Keys",22.547,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-3.40081511668589,3142,6,1996,13
10366,10066,10680,"Western Sambo Deep4","Caribbean","Lower Keys","United States",-81.68,24.45,2004,9,9,0,1.907,"Florida Keys",61.488,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-3.94038468164766,3142,6,1996,14
10366,10065,10679,"Western Sambo Deep4","Caribbean","Lower Keys","United States",-81.68,24.45,2005,9,9,0,1.691,"Florida Keys",0.338,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-4.06279550950546,3142,6,1996,15
10367,8149,10683,"Eastern Sambo Deep1","Caribbean","Lower Keys","United States",-81.68,24.48,1996,15,15,0,9.72,"Florida Keys",0,"","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-2.22873033347699,3142,6,1996,6
10367,8150,10684,"Eastern Sambo Deep1","Caribbean","Lower Keys","United States",-81.68,24.48,1997,15,15,0,7.16,"Florida Keys",0,"","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-2.56236760043368,3142,6,1996,7
10367,8151,10685,"Eastern Sambo Deep1","Caribbean","Lower Keys","United States",-81.68,24.48,1998,15,15,0,6.62,"Florida Keys",0,"","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-2.64658181959387,3142,6,1996,8
10367,8152,10686,"Eastern Sambo Deep1","Caribbean","Lower Keys","United States",-81.68,24.48,1999,15,15,0,6.62,"Florida Keys",0,"","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-2.64658181959387,3142,6,1996,9
10367,8153,10687,"Eastern Sambo Deep1","Caribbean","Lower Keys","United States",-81.68,24.48,2000,15,15,0,7.94,"Florida Keys",0,"","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-2.45052726313005,3142,6,1996,10
10369,8154,10689,"Eastern Sambo Deep2","Caribbean","Lower Keys","United States",-81.67,24.48,1996,15,15,0,11.09,"Florida Keys",9.437,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-2.08158082077077,3142,6,1996,6
10369,8155,10690,"Eastern Sambo Deep2","Caribbean","Lower Keys","United States",-81.67,24.48,1997,15,15,0,9.38,"Florida Keys",13.612,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-2.26809517622086,3142,6,1996,7
10369,8156,10691,"Eastern Sambo Deep2","Caribbean","Lower Keys","United States",-81.67,24.48,1998,15,15,0,7.01,"Florida Keys",42.429,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-2.58515425944361,3142,6,1996,8
10369,8157,10692,"Eastern Sambo Deep2","Caribbean","Lower Keys","United States",-81.67,24.48,1999,15,15,0,6.93,"Florida Keys",2.386,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-2.59749208499581,3142,6,1996,9
10369,8158,10693,"Eastern Sambo Deep2","Caribbean","Lower Keys","United States",-81.67,24.48,2000,15,15,0,7.25,"Florida Keys",16.547,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-2.54890623262096,3142,6,1996,10
10369,8159,10694,"Eastern Sambo Deep2","Caribbean","Lower Keys","United States",-81.67,24.48,2001,15,15,0,7.24,"Florida Keys",8.027,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-2.55039430598971,3142,6,1996,11
10369,8163,10698,"Eastern Sambo Deep2","Caribbean","Lower Keys","United States",-81.67,24.48,2002,15,15,0,7.542,"Florida Keys",9.557,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-2.5062670885144,3142,6,1996,12
10369,8162,10697,"Eastern Sambo Deep2","Caribbean","Lower Keys","United States",-81.67,24.48,2003,15,15,0,6.216,"Florida Keys",15.991,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-2.71386765270418,3142,6,1996,13
10369,8161,10696,"Eastern Sambo Deep2","Caribbean","Lower Keys","United States",-81.67,24.48,2004,15,15,0,5.487,"Florida Keys",23.187,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-2.84635573309907,3142,6,1996,14
10369,8160,10695,"Eastern Sambo Deep2","Caribbean","Lower Keys","United States",-81.67,24.48,2005,15,15,0,4.86,"Florida Keys",5.533,"macroalgae","Florida CRMP",24,"Greater Carib",160,NA,"Florida Keys National Marine Sanctuary","Florida Keys National Marine Sanctuary","National Marine Sanctuary","IV","III_IV",122900,"Y","Y","Y",-80.306898,25.174358,1990,1990,9265869114,3420396,323,3142,0,"Y",3142,3142,0,-2.97431105309173,3142,6,1996,15
